Time, Center Speed, Front Right Speed, Back Right Speed, Front Left Speed, Back Left Speed, Front Right Angle,,,
"	Back Right Angle", Front Left Angle, Back Left Angle,,,,,,,
96.9242343,0.00167638,0.998112,1.00189,0.998112,1.00189,1.57293,1.57292,1.56867,1.56868
97.1414847,0.00121072,0.998112,1.00189,0.998112,1.00189,1.57293,1.57293,1.56867,1.56868
97.215354,0.00419095,0.998112,1.00189,0.998112,1.00189,1.57294,1.57293,1.56868,1.56868
97.2917379,0.00214204,0.998112,1.00189,0.998112,1.00189,1.57294,1.57293,1.56868,1.56869
100.5286314,0.00102445,0.998112,1.00189,0.998112,1.00189,1.57294,1.57293,1.56868,1.56869
100.7979905,0.0120141,0.998112,1.00189,0.998112,1.00189,1.57294,1.57293,1.56868,1.56869
100.8852871,0.0268221,0.997963,1.00204,0.997963,1.00204,1.57313,1.57312,1.56853,1.56854
101.0306121,0.0194646,0.997926,1.00208,0.997926,1.00208,1.57316,1.57315,1.56848,1.56849
101.1585506,0.0503846,0.995997,1.00402,0.995996,1.00402,1.5754,1.57536,1.56633,1.56636
101.2443606,0.0300817,0.99422,1.00582,0.994219,1.00582,1.57744,1.57736,1.56431,1.56438
101.3227579,0.0245869,0.992742,1.00733,0.992741,1.00732,1.57915,1.57903,1.56262,1.56274
101.4442471,0.0248663,0.991305,1.00879,0.991303,1.00879,1.58084,1.58066,1.56099,1.56116
101.5221503,0.0391155,0.988953,1.01121,0.988947,1.0112,1.58367,1.58339,1.55835,1.55863
101.5975116,0.0194646,0.987705,1.01249,0.987701,1.01249,1.58505,1.5847,1.55681,1.55716
101.6803438,0.0236556,0.986241,1.01401,0.986235,1.014,1.58682,1.58638,1.55514,1.55557
101.7552709,0.0218861,0.984889,1.01541,0.984882,1.01541,1.58843,1.5879,1.55355,1.55407
101.8321499,0.0202097,0.983612,1.01674,0.983605,1.01674,1.58994,1.58932,1.55204,1.55265
101.9085037,0.0182539,0.982301,1.01811,0.982294,1.0181,1.5915,1.59077,1.55048,1.55119
102.0141823,0.0166707,0.98063,1.01987,0.980621,1.01986,1.5935,1.59263,1.54847,1.54933
102.0920556,0.0192784,0.978276,1.02235,0.978264,1.02234,1.59639,1.59529,1.54568,1.54677
102.1902615,0.0183471,0.975641,1.02515,0.975627,1.02514,1.59961,1.59822,1.5425,1.54386
102.2973656,0.0137836,0.972835,1.02815,0.972822,1.02813,1.60302,1.60128,1.53901,1.54072
102.3737833,0.0198372,0.96837,1.03298,0.968344,1.03295,1.60871,1.60634,1.53359,1.53591
102.4694779,0.0135042,0.965416,1.0362,0.965393,1.03617,1.61236,1.60952,1.52979,1.5326
102.5458931,0.0160187,0.962481,1.03943,0.962449,1.0394,1.61619,1.61283,1.52614,1.52944
102.619797,0.0108965,0.960749,1.04134,0.960724,1.04131,1.61832,1.61464,1.52382,1.52746
102.6946928,0.012666,0.959064,1.04322,0.959032,1.04319,1.62056,1.61654,1.5217,1.52566
102.7700939,0.0103377,0.958535,1.0438,0.958507,1.04378,1.6212,1.61708,1.52096,1.52504
102.8816809,0.00111759,0.958817,1.04349,0.958787,1.04346,1.62086,1.6168,1.52136,1.52537
104.5536993,0.00147255,0.98438,1.01595,0.984369,1.01594,1.58916,1.58859,1.55308,1.55363
106.3477274,0.00232831,1.00408,0.995939,1.00408,0.995942,1.56655,1.56651,1.57567,1.57571
106.8318385,0.00633915,1.00475,0.995272,1.00476,0.995275,1.56578,1.56573,1.57639,1.57644
106.9806213,0.0291504,1.00476,0.995274,1.00475,0.995273,1.5654,1.56535,1.57602,1.57607
107.0560157,0.0227243,1.00476,0.995274,1.00475,0.995273,1.56542,1.56537,1.57604,1.57609
107.1770115,0.0191852,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
107.2588807,0.0325032,1.00476,0.995274,1.00475,0.995273,1.56539,1.56534,1.57601,1.57606
107.3332507,0.0167638,1.00475,0.995274,1.00475,0.995274,1.56544,1.56539,1.57605,1.5761
107.4111536,0.0207685,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57604,1.57609
107.4865473,0.0200234,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
107.5619051,0.0187196,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
107.6393108,0.0149012,1.00475,0.995274,1.00475,0.995274,1.56544,1.56539,1.57606,1.57611
107.712721,0.0199303,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
107.7866242,0.0203028,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57604,1.57609
107.8640003,0.01546,1.00475,0.995274,1.00475,0.995274,1.56544,1.56539,1.57606,1.57611
107.9374081,0.0191852,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
108.0123025,0.0191852,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
108.0981248,0.0200234,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
108.1913606,0.0233762,1.00476,0.995274,1.00475,0.995273,1.56542,1.56537,1.57604,1.57609
108.2667204,0.0208616,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57604,1.57609
108.3614869,0.0181608,1.00475,0.995274,1.00475,0.995274,1.56543,1.56538,1.57605,1.5761
108.4443208,0.0332482,1.00476,0.995274,1.00475,0.995273,1.56539,1.56534,1.57601,1.57606
108.5197127,0.0241213,1.00476,0.995274,1.00475,0.995273,1.56542,1.56537,1.57603,1.57608
108.5936155,0.0194646,1.00475,0.995274,1.00475,0.995273,1.56543,1.56538,1.57605,1.5761
108.6680156,0.025332,1.00461,0.995422,1.0046,0.995422,1.56558,1.56553,1.57586,1.57591
108.7429114,0.0212342,1.00431,0.995719,1.0043,0.995718,1.56593,1.56588,1.57555,1.57559
108.8168156,0.0265427,1.00378,0.996237,1.00378,0.996237,1.5665,1.56647,1.57495,1.57498
108.8946878,0.0269152,1.00322,0.996794,1.00322,0.996793,1.56713,1.56711,1.57434,1.57436
108.9700488,0.0270084,1.00266,0.99735,1.00266,0.99735,1.56776,1.56775,1.57372,1.57374
109.0434882,0.0214204,1.00221,0.997796,1.00221,0.997796,1.56828,1.56827,1.57324,1.57325
109.1208661,0.0263564,1.00165,0.998353,1.00165,0.998353,1.56891,1.5689,1.57261,1.57262
109.196751,0.0265427,1.00109,0.998911,1.00109,0.998911,1.56954,1.56954,1.57199,1.572
109.2706556,0.0210479,1.00064,0.999358,1.00064,0.999358,1.57006,1.57006,1.5715,1.57151
109.4050714,0.0309199,0.999972,1.00003,0.999972,1.00003,1.57084,1.57084,1.57078,1.57078
109.4918708,0.0405125,0.999302,1.0007,0.999302,1.0007,1.57158,1.57158,1.57001,1.57001
109.5707346,0.0250526,0.99893,1.00107,0.99893,1.00107,1.57201,1.57201,1.5696,1.5696
109.6838244,0.0250526,0.998558,1.00144,0.998558,1.00144,1.57244,1.57243,1.56919,1.56919
109.7745605,0.0355765,0.997963,1.00204,0.997963,1.00204,1.57313,1.57312,1.56853,1.56854
109.8494845,0.0317581,0.997443,1.00257,0.997443,1.00257,1.57373,1.57371,1.56795,1.56796
109.9288487,0.0216998,0.997109,1.0029,0.997109,1.0029,1.5741,1.57408,1.56756,1.56758
110.0047343,0.027474,0.996701,1.00331,0.996701,1.00331,1.57458,1.57455,1.56711,1.56714
110.0850872,0.027474,0.99633,1.00369,0.99633,1.00369,1.57501,1.57498,1.5667,1.56673
110.1594872,0.0275671,0.995848,1.00417,0.995848,1.00417,1.57556,1.57552,1.56616,1.5662
110.2353428,0.0273809,0.995404,1.00462,0.995403,1.00462,1.57608,1.57603,1.56566,1.5657
110.3117584,0.0216067,0.995071,1.00496,0.99507,1.00496,1.57645,1.57639,1.56527,1.56532
110.4169101,0.0314787,0.99459,1.00545,0.994589,1.00545,1.57704,1.57697,1.56475,1.56482
110.494782,0.0312924,0.994035,1.00601,0.994034,1.00601,1.57768,1.5776,1.56413,1.56421
110.5686859,0.0258908,0.993481,1.00657,0.993479,1.00657,1.57831,1.57821,1.56348,1.56358
110.6430834,0.0204891,0.993038,1.00703,0.993036,1.00702,1.5788,1.57869,1.56296,1.56307
110.7209278,0.025332,0.992337,1.00774,0.992335,1.00774,1.57964,1.5795,1.56218,1.56231
110.7953575,0.0247732,0.991636,1.00846,0.991634,1.00845,1.58046,1.5803,1.56138,1.56153
110.8697261,0.0199303,0.991047,1.00906,0.991045,1.00906,1.58113,1.58094,1.56068,1.56086
110.9456459,0.0248663,0.990311,1.00981,0.990308,1.00981,1.58201,1.5818,1.55986,1.56007
111.0200442,0.0254251,0.989466,1.01068,0.989462,1.01068,1.58301,1.58276,1.55889,1.55914
111.09491,0.0204891,0.988511,1.01166,0.988508,1.01166,1.58411,1.5838,1.55776,1.55806
111.1703351,0.0256114,0.986973,1.01325,0.986967,1.01325,1.58596,1.58557,1.556,1.55639
111.2442376,0.0248663,0.985254,1.01503,0.985247,1.01503,1.58801,1.5875,1.554,1.55449
111.3200939,0.0203028,0.983648,1.0167,0.983641,1.0167,1.5899,1.58927,1.55208,1.55269
111.4143617,0.0249594,0.981321,1.01914,0.98131,1.01913,1.59275,1.59193,1.54937,1.55017
111.4996774,0.0356701,0.977094,1.02333,0.97735,1.02358,1.59251,1.59153,1.53926,1.54069
111.5760309,0.0201304,0.973549,1.02516,0.975737,1.02724,1.5629,1.5633,1.50336,1.50674
111.6549303,0.025256,0.96992,1.02876,0.972406,1.0311,1.56732,1.56752,1.49919,1.50328
111.7590781,0.0272004,0.965786,1.03415,0.967381,1.03564,1.58987,1.58861,1.51028,1.51427
111.8741691,0.0139698,0.964743,1.03693,0.964718,1.03691,1.61325,1.61029,1.52897,1.53188
112.8125877,0.00828877,0.982124,1.01831,0.982107,1.01829,1.59195,1.5912,1.55049,1.55121
112.9177398,0.0095109,0.986027,1.01424,0.98601,1.01423,1.58742,1.58696,1.55523,1.55566
113.0159457,0.00530936,0.990426,1.0097,0.990414,1.00969,1.58232,1.5821,1.56042,1.56062
113.489132,0.00214204,0.991751,1.00835,0.99174,1.00834,1.58079,1.58063,1.56197,1.56211
113.5649876,0.00102445,0.994519,1.00553,0.994512,1.00552,1.57761,1.57754,1.56516,1.56522
114.2023488,0.0146218,0.996627,1.00339,0.996626,1.00339,1.57464,1.57462,1.56701,1.56704
114.2772756,0.0202097,0.996627,1.00339,0.996626,1.00339,1.57466,1.57463,1.56702,1.56705
114.3506827,0.023935,0.996441,1.00358,0.996441,1.00357,1.57487,1.57485,1.56682,1.56685
114.4260429,0.0271946,0.995997,1.00402,0.995996,1.00402,1.57539,1.57535,1.56632,1.56636
114.5009704,0.0256114,0.994886,1.00515,0.994885,1.00515,1.57666,1.5766,1.56506,1.56512
114.5768588,0.0345521,0.993001,1.00706,0.992999,1.00706,1.57887,1.57876,1.56294,1.56305
114.6517543,0.0343658,0.991342,1.00876,0.991339,1.00875,1.58083,1.58066,1.56107,1.56123
114.7271466,0.0279397,0.990201,1.00993,0.990198,1.00992,1.58216,1.58193,1.55974,1.55996
114.8005572,0.0349246,0.988916,1.01125,0.988911,1.01124,1.58372,1.58343,1.55831,1.55859
114.9250464,0.0347383,0.987816,1.01238,0.987809,1.01238,1.58503,1.58469,1.55705,1.55738
115.0044106,0.0553206,0.986025,1.01424,0.986011,1.01423,1.58733,1.58687,1.55513,1.55556
115.0812602,0.0305474,0.98584,1.01443,0.985831,1.01442,1.58738,1.58692,1.55476,1.55521
115.1581702,0.0332482,0.98584,1.01443,0.985831,1.01442,1.58741,1.58694,1.55478,1.55523
115.2320737,0.0263564,0.986095,1.01416,0.986088,1.01415,1.58705,1.5866,1.55502,1.55546
115.3292605,0.0177883,0.987522,1.01268,0.987517,1.01268,1.58529,1.58493,1.55662,1.55697
115.4751106,0.00186265,0.988769,1.0114,0.988764,1.01139,1.58384,1.58355,1.55809,1.55838
115.6363164,0.00195799,0.989136,1.01102,0.989131,1.01102,1.58343,1.58316,1.55854,1.5588
115.7121713,0.00764195,0.994887,1.00515,0.994884,1.00515,1.57684,1.57678,1.56523,1.56529
115.8054176,0.0060536,1.00277,0.997238,1.00277,0.997239,1.56791,1.56789,1.57412,1.57413
116.3664228,0.00159144,0.987596,1.01261,0.98759,1.0126,1.58527,1.58491,1.55677,1.55712
116.8842486,0.00296418,0.993334,1.00673,0.993331,1.00672,1.57863,1.57852,1.56346,1.56356
116.9596409,0.00219207,0.997667,1.00234,0.997665,1.00234,1.57369,1.57367,1.56841,1.56843
117.5270658,0.0127591,0.997555,1.00245,0.997554,1.00245,1.57358,1.57356,1.56805,1.56807
117.6024556,0.0268221,0.997369,1.00264,0.997369,1.00264,1.57381,1.57379,1.56786,1.56788
117.6763599,0.0286847,0.997369,1.00264,0.997369,1.00264,1.57382,1.5738,1.56787,1.56789
117.7809848,0.0438653,0.997369,1.00264,0.997369,1.00264,1.57384,1.57383,1.5679,1.56791
117.8569036,0.0664043,0.997386,1.00266,0.997352,1.00262,1.5795,1.57946,1.57356,1.57354
117.9486326,0.0396797,0.997418,1.00269,0.99732,1.00259,1.59031,1.59021,1.58436,1.58429
118.0364557,0.0676192,0.997406,1.00268,0.997332,1.0026,1.58631,1.58623,1.58036,1.58031
118.1103603,0.0378117,0.997369,1.00264,0.997369,1.00264,1.57383,1.57382,1.56789,1.5679
118.1862476,0.0470318,0.997369,1.00264,0.997369,1.00264,1.57385,1.57383,1.5679,1.56792
118.2740517,0.046473,0.997369,1.00264,0.997369,1.00264,1.57385,1.57383,1.5679,1.56792
118.3801516,0.0686385,0.993296,1.00676,0.993295,1.00676,1.57854,1.57843,1.56328,1.56338
118.4570316,0.0476837,0.98954,1.01061,0.989535,1.0106,1.58297,1.58272,1.55902,1.55927
118.5324549,0.046473,0.986316,1.01394,0.986306,1.01393,1.58686,1.58642,1.55535,1.55577
118.6078168,0.0366941,0.984052,1.01629,0.98404,1.01628,1.58955,1.58895,1.55269,1.55326
118.7085344,0.0646338,0.980568,1.01995,0.980538,1.01992,1.59406,1.59316,1.54886,1.54971
118.7824386,0.0366941,0.978607,1.02201,0.978584,1.02199,1.59622,1.59514,1.5463,1.54734
118.8642634,0.0543892,0.975583,1.02524,0.975541,1.0252,1.6002,1.59877,1.54291,1.54426
118.9391747,0.0363216,0.9736,1.02735,0.973565,1.02732,1.60245,1.60079,1.5403,1.5419
119.0130472,0.0447966,0.971348,1.02978,0.971297,1.02974,1.60544,1.60347,1.53771,1.53958
119.0889673,0.0420958,0.970312,1.0309,0.970258,1.03085,1.60674,1.60463,1.53643,1.53845
119.1638635,0.0343395,0.97256,1.0329,0.968129,1.02873,1.67084,1.66497,1.60068,1.59892
119.239254,0.0431005,0.972417,1.03278,0.968258,1.02887,1.66685,1.66122,1.59667,1.59515
119.314616,0.0401832,0.971974,1.0324,0.968662,1.02929,1.65445,1.64955,1.58423,1.58344
119.3895425,0.0311297,0.971696,1.03216,0.968921,1.02955,1.6466,1.64215,1.57635,1.57602
119.4654298,0.0378531,0.971987,1.03241,0.968651,1.02927,1.65481,1.64988,1.58459,1.58378
119.5407918,0.0368861,0.970936,1.03148,0.969644,1.03027,1.62487,1.62169,1.55457,1.55553
119.6162144,0.036793,0.970937,1.03148,0.969643,1.03026,1.62491,1.62173,1.55462,1.55557
119.6910799,0.0292584,0.971439,1.03193,0.969163,1.02979,1.63929,1.63527,1.56902,1.56913
119.7665032,0.0363292,0.971037,1.03157,0.969547,1.03017,1.62778,1.62443,1.55748,1.55827
119.8800828,0.0363235,0.970671,1.03124,0.969902,1.03051,1.61722,1.61449,1.54692,1.54832
119.9985984,0.0512269,0.970769,1.03133,0.969806,1.03042,1.62006,1.61716,1.54975,1.55099
120.0879098,0.0593575,0.9715,1.03199,0.969105,1.02973,1.64103,1.63691,1.57076,1.57077
120.1628057,0.0378575,0.972077,1.03249,0.968568,1.02919,1.65734,1.65226,1.58712,1.58616
120.2411419,0.0303252,0.972522,1.03287,0.968164,1.02877,1.66977,1.66397,1.59961,1.59791
120.3155783,0.0376628,0.971905,1.03234,0.968726,1.02935,1.65251,1.64771,1.58227,1.5816
120.3899734,0.0378375,0.971629,1.0321,0.968983,1.02961,1.6447,1.64036,1.57444,1.57423
120.4648692,0.0381075,0.971355,1.03186,0.969242,1.02987,1.63689,1.63301,1.56661,1.56686
120.5824397,0.0449907,0.970976,1.03152,0.969606,1.03023,1.62601,1.62277,1.55572,1.5566
120.6578017,0.0446151,0.970832,1.03139,0.969745,1.03036,1.62187,1.61887,1.55157,1.5527
120.732231,0.0295242,0.970639,1.03121,0.969934,1.03055,1.61627,1.6136,1.54597,1.54743
120.8075915,0.0322501,0.971583,1.03241,0.96868,1.02968,1.64843,1.64385,1.57774,1.57733
120.9132711,0.00875443,0.970608,1.03358,0.967586,1.03075,1.64994,1.64511,1.57666,1.5763
121.0635285,0.00102445,0.970608,1.03358,0.967586,1.03075,1.64996,1.64513,1.57669,1.57632
121.1379585,0.012666,0.96908,1.0322,0.969061,1.03218,1.60773,1.60547,1.53438,1.53661
121.2123592,0.0200234,0.969085,1.03221,0.969056,1.03218,1.60787,1.60561,1.53453,1.53675
121.3309069,0.0135973,0.96908,1.0322,0.969061,1.03218,1.60774,1.60548,1.5344,1.53663
122.0778811,0.00670552,0.959352,1.04291,0.959306,1.04287,1.62036,1.61639,1.52222,1.52612
122.153766,0.00730599,0.953942,1.049,0.953867,1.04893,1.62766,1.6225,1.51533,1.52036
122.2291579,0.0055145,0.95152,1.05177,0.951421,1.05168,1.63107,1.62532,1.51227,1.51785
122.7633191,0.00356953,0.949834,1.05372,0.949711,1.0536,1.63352,1.62733,1.51017,1.51616
122.8392071,0.00376812,0.9597,1.04259,0.959591,1.04249,1.62062,1.61666,1.52331,1.52708
123.089717,0.00214204,0.962696,1.03927,0.962589,1.03917,1.61684,1.61344,1.52723,1.53044
123.1640874,0.00860151,0.966845,1.03472,0.966735,1.03462,1.61178,1.60909,1.53271,1.53521
123.2652694,0.0128337,1.00811,1.03766,0.962348,0.993259,2.53221,2.49253,2.49862,2.45816
123.5698132,0.00487501,1.00727,1.03403,0.96598,0.993846,2.52877,2.49288,2.49838,2.46185
123.6452048,0.0123459,1.01157,1.0197,0.980386,0.988771,2.86927,2.84205,2.86038,2.83238
123.7206313,0.0012143,1.01054,1.01796,0.982107,0.989744,2.86769,2.84284,2.85955,2.83404
124.1148921,0.0083819,1.01063,1.01812,0.981956,0.989657,2.8679,2.84284,2.8597,2.83397
124.1971995,0.0290626,0.985678,1.01397,0.986291,1.01457,1.56768,1.56777,1.5354,1.53639
124.5632492,0.0028871,0.985417,1.01423,0.98604,1.01484,1.56801,1.56809,1.53513,1.53614
124.6386708,0.00344589,0.985492,1.01416,0.986111,1.01476,1.56796,1.56804,1.53525,1.53625
124.7442869,0.0118487,0.993626,1.01622,0.983856,1.00666,1.94961,1.94077,1.92382,1.91548
124.8216648,0.0136892,1.00398,1.0123,0.987705,0.996164,2.62599,2.61166,2.61662,2.60214
125.3503985,0.0228723,0.999185,1.00325,0.996756,1.00083,2.0616,2.05944,2.05703,2.05488
125.4267827,0.0015046,1.00023,0.999094,1.00091,0.999771,2.0573,2.0579,2.05857,2.05918
125.6723041,0.00130385,1.00023,0.999094,1.00091,0.999771,2.0573,2.0579,2.05857,2.05918
125.7561274,0.0164177,1.0006,0.999318,1.00068,0.9994,1.62679,1.62686,1.62823,1.62831
125.8553277,0.0186599,1.0006,0.999315,1.00069,0.999402,1.62996,1.63003,1.6314,1.63148
130.8227632,0.0138767,1.00072,1.00072,0.999277,0.999277,0.000636639,-0.000647779,0.00063756,-0.000648716
130.9264258,0.0366941,1.00072,1.00072,0.999277,0.999277,0.000627481,-0.000656937,0.000628389,-0.000657888
131.0028407,0.04014,1.00072,1.00072,0.999277,0.999277,0.000626098,-0.00065832,0.000627004,-0.000659273
131.0787288,0.0196509,1.00072,1.00072,0.999277,0.999277,0.000634322,-0.000650097,0.000635239,-0.000651037
131.5263821,0.00829714,1.00081,1.00081,0.999193,0.999193,0.0007044,-0.000728802,0.000705538,-0.000729979
131.6032321,0.0189409,1.00124,1.00094,0.999062,0.998764,0.153813,0.151882,0.15415,0.152215
131.6806072,0.0288928,1.00273,1.00179,0.99822,0.997276,0.232358,0.228359,0.233427,0.229411
131.7550379,0.0329357,1.00477,1.00297,0.997052,0.995239,0.259686,0.252847,0.261742,0.254854
131.8294065,0.0277519,1.00792,1.00456,0.995493,0.992095,0.299821,0.28882,0.303681,0.292555
131.9058217,0.0346198,1.01011,1.00739,0.992701,0.989927,0.181778,0.16641,0.185002,0.169373
131.9802217,0.0359043,1.01331,1.01089,0.989258,0.986773,0.123406,0.102248,0.126423,0.104755
132.08336,0.0297092,1.01247,1.01248,0.987644,0.987648,0.0107029,-0.0110981,0.0109719,-0.0113771
132.1781219,0.0544824,1.01247,1.01248,0.987642,0.98765,0.0105293,-0.0112716,0.010794,-0.011555
132.2688636,0.0451691,1.01247,1.01248,0.987642,0.987649,0.0105928,-0.0112082,0.0108591,-0.01149
132.3437894,0.0433996,1.01247,1.01248,0.987643,0.987649,0.0106048,-0.0111961,0.0108714,-0.0114776
132.4181901,0.026077,1.01247,1.01248,0.987644,0.987648,0.0107228,-0.0110781,0.0109924,-0.0113566
132.4925577,0.0322238,1.01247,1.01248,0.987643,0.987648,0.0106809,-0.01112,0.0109495,-0.0113995
132.5694673,0.0365078,1.01247,1.01248,0.987643,0.987649,0.0106518,-0.0111492,0.0109196,-0.0114295
132.6448585,0.0317581,1.01247,1.01248,0.987643,0.987648,0.0106841,-0.0111168,0.0109527,-0.0113963
132.7276635,0.0430271,1.01247,1.01248,0.987643,0.987649,0.0106073,-0.0111936,0.010874,-0.011475
132.8060633,0.0487082,1.01247,1.01248,0.987642,0.98765,0.0105686,-0.0112323,0.0108344,-0.0115147
132.9230876,0.054203,1.01247,1.01248,0.987642,0.98765,0.0105312,-0.0112697,0.010796,-0.011553
133.0054529,0.0917353,1.01247,1.01248,0.987639,0.987653,0.0102755,-0.0115254,0.0105339,-0.0118151
133.0803191,0.0599772,1.01247,1.01248,0.987641,0.987651,0.0104919,-0.011309,0.0107557,-0.0115934
133.1581895,0.0507571,1.01247,1.01248,0.987642,0.98765,0.0105547,-0.0112462,0.0108201,-0.011529
133.2355974,0.0674278,1.01247,1.01248,0.987641,0.987651,0.0104411,-0.0113598,0.0107036,-0.0116454
133.3099653,0.0705011,1.01247,1.01248,0.98764,0.987651,0.0104202,-0.0113807,0.0106822,-0.0116669
133.4171009,0.0717118,1.01247,1.01248,0.98764,0.987651,0.0104119,-0.011389,0.0106737,-0.0116753
133.4935168,0.0861473,1.01247,1.01248,0.987639,0.987653,0.0103136,-0.0114873,0.0105729,-0.0117761
133.5797905,0.0691041,1.01247,1.01248,0.987641,0.987651,0.0104297,-0.0113712,0.0106919,-0.0116571
133.7077862,0.0829808,1.01247,1.01248,0.98764,0.987652,0.0103352,-0.0114657,0.010595,-0.011754
133.8029888,0.126567,1.01247,1.01249,0.987636,0.987656,0.0100383,-0.0117627,0.0102906,-0.0120584
133.8863199,0.0556,1.01264,1.01265,0.987476,0.987484,0.0106671,-0.0114245,0.010939,-0.0117156
133.9900122,0.0213273,1.01273,1.01273,0.987395,0.987399,0.0109712,-0.0112657,0.0112527,-0.0115547
134.0698375,0.00400469,1.01273,1.01273,0.987395,0.987399,0.0109434,-0.0112935,0.0112242,-0.0115832
140.22048,0.00242144,1.01273,1.01273,0.987395,0.987399,0.0109266,-0.0113103,0.0112069,-0.0116005
140.3053281,0.0143424,1.01273,1.01273,0.987396,0.987398,0.0110188,-0.0112181,0.0113015,-0.0115059
140.3866746,0.0178814,1.01273,1.01273,0.987396,0.987398,0.0109942,-0.0112427,0.0112763,-0.0115312
140.4749635,0.0241213,1.01273,1.01273,0.987395,0.987399,0.0109508,-0.0112861,0.0112318,-0.0115756
140.6341795,0.0484288,1.01273,1.01273,0.987393,0.987401,0.0107819,-0.011455,0.0110586,-0.0117489
140.7130077,0.0693835,1.01272,1.01274,0.987391,0.987403,0.0106363,-0.0116006,0.0109092,-0.0118982
140.7903852,0.0360422,1.01273,1.01273,0.987394,0.9874,0.010868,-0.0113689,0.0111469,-0.0116606
140.9510882,0.0625849,1.01272,1.01273,0.987392,0.987402,0.0106836,-0.0115533,0.0109577,-0.0118497
141.1137753,0.127591,1.01272,1.01274,0.987387,0.987407,0.0102319,-0.012005,0.0104944,-0.012313
141.1921772,0.120513,1.01272,1.01274,0.987387,0.987407,0.0102811,-0.0119558,0.0105449,-0.0122626
141.3230869,0.0839122,1.01272,1.01274,0.98739,0.987404,0.0105354,-0.0117015,0.0108057,-0.0120017
141.399999,0.0872649,1.01272,1.01274,0.98739,0.987404,0.0105121,-0.0117248,0.0107818,-0.0120256
141.4843184,0.08801,1.01272,1.01274,0.98739,0.987404,0.0105069,-0.01173,0.0107765,-0.0120309
141.5671506,0.0723638,1.01272,1.01274,0.987391,0.987403,0.0106156,-0.0116213,0.010888,-0.0119194
141.6504782,0.0692904,1.01272,1.01274,0.987391,0.987403,0.010637,-0.0115999,0.0109099,-0.0118975
141.7298064,0.0705943,1.01272,1.01274,0.987391,0.987403,0.0106279,-0.011609,0.0109006,-0.0119068
141.815646,0.0714324,1.01272,1.01274,0.987391,0.987403,0.0106221,-0.0116148,0.0108946,-0.0119128
141.8939826,0.0719912,1.01272,1.01274,0.987391,0.987403,0.0106182,-0.0116187,0.0108907,-0.0119168
141.9775747,0.0859611,1.01272,1.01274,0.98739,0.987404,0.0105211,-0.0117157,0.0107911,-0.0120163
142.0623882,0.0718981,1.01272,1.01274,0.987391,0.987403,0.0106189,-0.011618,0.0108913,-0.0119161
142.14519,0.0742264,1.01272,1.01274,0.987391,0.987403,0.0106027,-0.0116342,0.0108747,-0.0119327
142.2235883,0.0746921,1.01272,1.01274,0.987391,0.987403,0.0105995,-0.0116374,0.0108714,-0.011936
142.3059243,0.0772998,1.01272,1.01274,0.987391,0.987403,0.0105813,-0.0116556,0.0108528,-0.0119546
142.3872364,0.0804663,1.01272,1.01274,0.987391,0.987403,0.0105593,-0.0116776,0.0108303,-0.0119772
142.4720837,0.100117,1.01272,1.01274,0.987389,0.987405,0.0104228,-0.0118141,0.0106902,-0.0121172
142.5529796,0.0839122,1.01272,1.01274,0.98739,0.987404,0.0105354,-0.0117015,0.0108057,-0.0120017
142.6377956,0.083074,1.01272,1.01274,0.98739,0.987404,0.0105412,-0.0116957,0.0108117,-0.0119958
142.7464238,0.0614673,1.01273,1.01273,0.987392,0.987402,0.0106913,-0.0115455,0.0109657,-0.0118418
142.8867878,0.00633299,1.01272,1.01274,0.987392,0.987402,0.0106473,-0.0115896,0.0109205,-0.0118869
169.2199835,0.00270084,1.01272,1.01274,0.987391,0.987403,0.0106286,-0.0116083,0.0109013,-0.0119062
169.3008318,0.00884756,1.01272,1.01274,0.987391,0.987403,0.0105671,-0.0116698,0.0108382,-0.0119692
169.3801918,0.0142568,1.01236,1.01309,0.98703,0.987777,-0.0212419,-0.0434673,-0.0217871,-0.0445818
169.4635193,0.0191852,1.01273,1.01273,0.987395,0.987399,0.0109851,-0.0112518,0.011267,-0.0115404
169.5458554,0.0217929,1.01273,1.01273,0.987395,0.987399,0.010967,-0.0112699,0.0112484,-0.011559
169.6256797,0.0230968,1.01273,1.01273,0.987395,0.987399,0.010958,-0.0112789,0.0112391,-0.0115683
169.7085432,0.0255182,1.01273,1.01273,0.987395,0.987399,0.0109411,-0.0112958,0.0112219,-0.0115856
169.7863844,0.0275671,1.01273,1.01273,0.987395,0.987399,0.0109269,-0.01131,0.0112073,-0.0116002
169.8702399,0.0289641,1.01273,1.01273,0.987395,0.987399,0.0109172,-0.0113197,0.0111973,-0.0116101
